office,district,town,ward,precinct,name,party,votes
US Senate,,Lawrence,F,1,Total Votes Cast,Total Votes Cast,866
US Senate,,Lawrence,F,1,Elizabeth A. Warren,Democratic,578
US Senate,,Lawrence,F,1,Geoff Diehl,Republican,248
US Senate,,Lawrence,F,1,Shiva Ayyadurai,Unenrolled,27
US Senate,,Lawrence,F,1,Blanks,Blanks,13
US Senate,,Lawrence,F,1,All Others,All Others,0
US Senate,,Lawrence,F,2,Total Votes Cast,Total Votes Cast,522
US Senate,,Lawrence,F,2,Elizabeth A. Warren,Democratic,446
US Senate,,Lawrence,F,2,Geoff Diehl,Republican,48
US Senate,,Lawrence,F,2,Blanks,Blanks,17
US Senate,,Lawrence,F,2,Shiva Ayyadurai,Unenrolled,11
US Senate,,Lawrence,F,2,All Others,All Others,0
US Senate,,Lawrence,F,3,Total Votes Cast,Total Votes Cast,539
US Senate,,Lawrence,F,3,Elizabeth A. Warren,Democratic,449
US Senate,,Lawrence,F,3,Geoff Diehl,Republican,61
US Senate,,Lawrence,F,3,Shiva Ayyadurai,Unenrolled,19
US Senate,,Lawrence,F,3,Blanks,Blanks,9
US Senate,,Lawrence,F,3,All Others,All Others,1
US Senate,,Lawrence,F,4,Total Votes Cast,Total Votes Cast,543
US Senate,,Lawrence,F,4,Elizabeth A. Warren,Democratic,431
US Senate,,Lawrence,F,4,Geoff Diehl,Republican,86
US Senate,,Lawrence,F,4,Shiva Ayyadurai,Unenrolled,18
US Senate,,Lawrence,F,4,Blanks,Blanks,7
US Senate,,Lawrence,F,4,All Others,All Others,1
US Senate,,Lee,-,1,Total Votes Cast,Total Votes Cast,2583
US Senate,,Lee,-,1,Elizabeth A. Warren,Democratic,1753
US Senate,,Lee,-,1,Geoff Diehl,Republican,705
US Senate,,Lee,-,1,Shiva Ayyadurai,Unenrolled,76
US Senate,,Lee,-,1,Blanks,Blanks,48
US Senate,,Lee,-,1,All Others,All Others,1
US Senate,,Leicester,-,1,Total Votes Cast,Total Votes Cast,1234
US Senate,,Leicester,-,1,Geoff Diehl,Republican,669
US Senate,,Leicester,-,1,Elizabeth A. Warren,Democratic,489
US Senate,,Leicester,-,1,Shiva Ayyadurai,Unenrolled,51
US Senate,,Leicester,-,1,Blanks,Blanks,24
US Senate,,Leicester,-,1,All Others,All Others,1
US Senate,,Leicester,-,2,Total Votes Cast,Total Votes Cast,1166
US Senate,,Leicester,-,2,Geoff Diehl,Republican,566
US Senate,,Leicester,-,2,Elizabeth A. Warren,Democratic,535
US Senate,,Leicester,-,2,Shiva Ayyadurai,Unenrolled,42
US Senate,,Leicester,-,2,Blanks,Blanks,20
US Senate,,Leicester,-,2,All Others,All Others,3
US Senate,,Leicester,-,3,Total Votes Cast,Total Votes Cast,1133
US Senate,,Leicester,-,3,Geoff Diehl,Republican,604
US Senate,,Leicester,-,3,Elizabeth A. Warren,Democratic,457
US Senate,,Leicester,-,3,Shiva Ayyadurai,Unenrolled,60
US Senate,,Leicester,-,3,Blanks,Blanks,12
US Senate,,Leicester,-,3,All Others,All Others,0
US Senate,,Leicester,-,4,Total Votes Cast,Total Votes Cast,1164
US Senate,,Leicester,-,4,Geoff Diehl,Republican,585
US Senate,,Leicester,-,4,Elizabeth A. Warren,Democratic,490
US Senate,,Leicester,-,4,Shiva Ayyadurai,Unenrolled,57
US Senate,,Leicester,-,4,Blanks,Blanks,32
US Senate,,Leicester,-,4,All Others,All Others,0
US Senate,,Lenox,-,1,Total Votes Cast,Total Votes Cast,2737
US Senate,,Lenox,-,1,Elizabeth A. Warren,Democratic,2069
US Senate,,Lenox,-,1,Geoff Diehl,Republican,538
US Senate,,Lenox,-,1,Shiva Ayyadurai,Unenrolled,65
US Senate,,Lenox,-,1,Blanks,Blanks,61
US Senate,,Lenox,-,1,All Others,All Others,4
US Senate,,Leominster,1,A,Total Votes Cast,Total Votes Cast,1345
US Senate,,Leominster,1,A,Geoff Diehl,Republican,650
US Senate,,Leominster,1,A,Elizabeth A. Warren,Democratic,611
US Senate,,Leominster,1,A,Shiva Ayyadurai,Unenrolled,60
US Senate,,Leominster,1,A,Blanks,Blanks,24
US Senate,,Leominster,1,A,All Others,All Others,0
US Senate,,Leominster,1,B,Total Votes Cast,Total Votes Cast,1241
US Senate,,Leominster,1,B,Elizabeth A. Warren,Democratic,614
US Senate,,Leominster,1,B,Geoff Diehl,Republican,566
US Senate,,Leominster,1,B,Shiva Ayyadurai,Unenrolled,39
US Senate,,Leominster,1,B,Blanks,Blanks,21
US Senate,,Leominster,1,B,All Others,All Others,1
US Senate,,Leominster,1,C,Total Votes Cast,Total Votes Cast,930
US Senate,,Leominster,1,C,Elizabeth A. Warren,Democratic,518
US Senate,,Leominster,1,C,Geoff Diehl,Republican,365
US Senate,,Leominster,1,C,Shiva Ayyadurai,Unenrolled,36
US Senate,,Leominster,1,C,Blanks,Blanks,11
US Senate,,Leominster,1,C,All Others,All Others,0
US Senate,,Leominster,2,A,Total Votes Cast,Total Votes Cast,646
US Senate,,Leominster,2,A,Elizabeth A. Warren,Democratic,385
US Senate,,Leominster,2,A,Geoff Diehl,Republican,220
US Senate,,Leominster,2,A,Shiva Ayyadurai,Unenrolled,34
US Senate,,Leominster,2,A,Blanks,Blanks,7
US Senate,,Leominster,2,A,All Others,All Others,0
US Senate,,Leominster,2,B,Total Votes Cast,Total Votes Cast,945
US Senate,,Leominster,2,B,Elizabeth A. Warren,Democratic,481
US Senate,,Leominster,2,B,Geoff Diehl,Republican,399
US Senate,,Leominster,2,B,Shiva Ayyadurai,Unenrolled,51
US Senate,,Leominster,2,B,Blanks,Blanks,14
US Senate,,Leominster,2,B,All Others,All Others,0
US Senate,,Leominster,2,C,Total Votes Cast,Total Votes Cast,519
US Senate,,Leominster,2,C,Elizabeth A. Warren,Democratic,274
US Senate,,Leominster,2,C,Geoff Diehl,Republican,214
US Senate,,Leominster,2,C,Shiva Ayyadurai,Unenrolled,24
US Senate,,Leominster,2,C,Blanks,Blanks,7
US Senate,,Leominster,2,C,All Others,All Others,0
US Senate,,Leominster,3,A,Total Votes Cast,Total Votes Cast,835
US Senate,,Leominster,3,A,Elizabeth A. Warren,Democratic,451
US Senate,,Leominster,3,A,Geoff Diehl,Republican,351
US Senate,,Leominster,3,A,Shiva Ayyadurai,Unenrolled,25
US Senate,,Leominster,3,A,Blanks,Blanks,7
US Senate,,Leominster,3,A,All Others,All Others,1
US Senate,,Leominster,3,B,Total Votes Cast,Total Votes Cast,1269
US Senate,,Leominster,3,B,Elizabeth A. Warren,Democratic,594
US Senate,,Leominster,3,B,Geoff Diehl,Republican,588
US Senate,,Leominster,3,B,Shiva Ayyadurai,Unenrolled,60
US Senate,,Leominster,3,B,Blanks,Blanks,27
US Senate,,Leominster,3,B,All Others,All Others,0
US Senate,,Leominster,3,C,Total Votes Cast,Total Votes Cast,1375
US Senate,,Leominster,3,C,Geoff Diehl,Republican,667
US Senate,,Leominster,3,C,Elizabeth A. Warren,Democratic,643
US Senate,,Leominster,3,C,Shiva Ayyadurai,Unenrolled,51
US Senate,,Leominster,3,C,Blanks,Blanks,14
US Senate,,Leominster,3,C,All Others,All Others,0
US Senate,,Leominster,4,A,Total Votes Cast,Total Votes Cast,1352
US Senate,,Leominster,4,A,Geoff Diehl,Republican,665
US Senate,,Leominster,4,A,Elizabeth A. Warren,Democratic,611
US Senate,,Leominster,4,A,Shiva Ayyadurai,Unenrolled,46
US Senate,,Leominster,4,A,Blanks,Blanks,28
US Senate,,Leominster,4,A,All Others,All Others,2
US Senate,,Leominster,4,B,Total Votes Cast,Total Votes Cast,1300
US Senate,,Leominster,4,B,Geoff Diehl,Republican,651
US Senate,,Leominster,4,B,Elizabeth A. Warren,Democratic,569
US Senate,,Leominster,4,B,Shiva Ayyadurai,Unenrolled,52
US Senate,,Leominster,4,B,Blanks,Blanks,28
US Senate,,Leominster,4,B,All Others,All Others,0
US Senate,,Leominster,4,C,Total Votes Cast,Total Votes Cast,850
US Senate,,Leominster,4,C,Elizabeth A. Warren,Democratic,415
US Senate,,Leominster,4,C,Geoff Diehl,Republican,386
US Senate,,Leominster,4,C,Shiva Ayyadurai,Unenrolled,32
US Senate,,Leominster,4,C,Blanks,Blanks,15
US Senate,,Leominster,4,C,All Others,All Others,2
US Senate,,Leominster,5,A,Total Votes Cast,Total Votes Cast,910
US Senate,,Leominster,5,A,Elizabeth A. Warren,Democratic,476
US Senate,,Leominster,5,A,Geoff Diehl,Republican,372
US Senate,,Leominster,5,A,Shiva Ayyadurai,Unenrolled,47
US Senate,,Leominster,5,A,Blanks,Blanks,15
US Senate,,Leominster,5,A,All Others,All Others,0
US Senate,,Leominster,5,B,Total Votes Cast,Total Votes Cast,1227
US Senate,,Leominster,5,B,Elizabeth A. Warren,Democratic,593
US Senate,,Leominster,5,B,Geoff Diehl,Republican,551
US Senate,,Leominster,5,B,Blanks,Blanks,43
US Senate,,Leominster,5,B,Shiva Ayyadurai,Unenrolled,39
US Senate,,Leominster,5,B,All Others,All Others,1
US Senate,,Leominster,5,C,Total Votes Cast,Total Votes Cast,801
US Senate,,Leominster,5,C,Elizabeth A. Warren,Democratic,441
US Senate,,Leominster,5,C,Geoff Diehl,Republican,306
US Senate,,Leominster,5,C,Shiva Ayyadurai,Unenrolled,36
US Senate,,Leominster,5,C,Blanks,Blanks,17
US Senate,,Leominster,5,C,All Others,All Others,1
US Senate,,Leverett,-,1,Total Votes Cast,Total Votes Cast,1148
US Senate,,Leverett,-,1,Elizabeth A. Warren,Democratic,990
US Senate,,Leverett,-,1,Geoff Diehl,Republican,125
US Senate,,Leverett,-,1,Shiva Ayyadurai,Unenrolled,20
US Senate,,Leverett,-,1,Blanks,Blanks,13
US Senate,,Leverett,-,1,All Others,All Others,0
US Senate,,Lexington,-,1,Total Votes Cast,Total Votes Cast,1601
US Senate,,Lexington,-,1,Elizabeth A. Warren,Democratic,1172
US Senate,,Lexington,-,1,Geoff Diehl,Republican,362
US Senate,,Lexington,-,1,Shiva Ayyadurai,Unenrolled,45
US Senate,,Lexington,-,1,Blanks,Blanks,19
US Senate,,Lexington,-,1,All Others,All Others,3
US Senate,,Lexington,-,2,Total Votes Cast,Total Votes Cast,2009
US Senate,,Lexington,-,2,Elizabeth A. Warren,Democratic,1585
US Senate,,Lexington,-,2,Geoff Diehl,Republican,334
US Senate,,Lexington,-,2,Shiva Ayyadurai,Unenrolled,62
US Senate,,Lexington,-,2,Blanks,Blanks,27
US Senate,,Lexington,-,2,All Others,All Others,1
US Senate,,Lexington,-,3,Total Votes Cast,Total Votes Cast,1497
US Senate,,Lexington,-,3,Elizabeth A. Warren,Democratic,1193
US Senate,,Lexington,-,3,Geoff Diehl,Republican,245
US Senate,,Lexington,-,3,Shiva Ayyadurai,Unenrolled,38
US Senate,,Lexington,-,3,Blanks,Blanks,20
US Senate,,Lexington,-,3,All Others,All Others,1
US Senate,,Lexington,-,4,Total Votes Cast,Total Votes Cast,1918
US Senate,,Lexington,-,4,Elizabeth A. Warren,Democratic,1453
US Senate,,Lexington,-,4,Geoff Diehl,Republican,389
US Senate,,Lexington,-,4,Shiva Ayyadurai,Unenrolled,38
US Senate,,Lexington,-,4,Blanks,Blanks,35
US Senate,,Lexington,-,4,All Others,All Others,3
US Senate,,Lexington,-,5,Total Votes Cast,Total Votes Cast,1894
US Senate,,Lexington,-,5,Elizabeth A. Warren,Democratic,1353
US Senate,,Lexington,-,5,Geoff Diehl,Republican,453
US Senate,,Lexington,-,5,Shiva Ayyadurai,Unenrolled,61
US Senate,,Lexington,-,5,Blanks,Blanks,27
US Senate,,Lexington,-,5,All Others,All Others,0
US Senate,,Lexington,-,6,Total Votes Cast,Total Votes Cast,1786
US Senate,,Lexington,-,6,Elizabeth A. Warren,Democratic,1315
US Senate,,Lexington,-,6,Geoff Diehl,Republican,379
US Senate,,Lexington,-,6,Shiva Ayyadurai,Unenrolled,62
US Senate,,Lexington,-,6,Blanks,Blanks,28
US Senate,,Lexington,-,6,All Others,All Others,2
US Senate,,Lexington,-,7,Total Votes Cast,Total Votes Cast,1845
US Senate,,Lexington,-,7,Elizabeth A. Warren,Democratic,1321
US Senate,,Lexington,-,7,Geoff Diehl,Republican,426
US Senate,,Lexington,-,7,Shiva Ayyadurai,Unenrolled,77
US Senate,,Lexington,-,7,Blanks,Blanks,21
US Senate,,Lexington,-,7,All Others,All Others,0
US Senate,,Lexington,-,8,Total Votes Cast,Total Votes Cast,1763
US Senate,,Lexington,-,8,Elizabeth A. Warren,Democratic,1286
US Senate,,Lexington,-,8,Geoff Diehl,Republican,393
US Senate,,Lexington,-,8,Shiva Ayyadurai,Unenrolled,56
US Senate,,Lexington,-,8,Blanks,Blanks,28
US Senate,,Lexington,-,8,All Others,All Others,0
US Senate,,Lexington,-,9,Total Votes Cast,Total Votes Cast,1781
US Senate,,Lexington,-,9,Elizabeth A. Warren,Democratic,1300
US Senate,,Lexington,-,9,Geoff Diehl,Republican,398
US Senate,,Lexington,-,9,Shiva Ayyadurai,Unenrolled,59
US Senate,,Lexington,-,9,Blanks,Blanks,23
US Senate,,Lexington,-,9,All Others,All Others,1
US Senate,,Leyden,-,1,Total Votes Cast,Total Votes Cast,433
US Senate,,Leyden,-,1,Elizabeth A. Warren,Democratic,289
US Senate,,Leyden,-,1,Geoff Diehl,Republican,128
US Senate,,Leyden,-,1,Shiva Ayyadurai,Unenrolled,13
US Senate,,Leyden,-,1,Blanks,Blanks,3
US Senate,,Leyden,-,1,All Others,All Others,0
US Senate,,Lincoln,-,1,Total Votes Cast,Total Votes Cast,2204
US Senate,,Lincoln,-,1,Elizabeth A. Warren,Democratic,1744
US Senate,,Lincoln,-,1,Geoff Diehl,Republican,370
US Senate,,Lincoln,-,1,Shiva Ayyadurai,Unenrolled,61
US Senate,,Lincoln,-,1,Blanks,Blanks,27
US Senate,,Lincoln,-,1,All Others,All Others,2
US Senate,,Lincoln,-,2,Total Votes Cast,Total Votes Cast,1352
US Senate,,Lincoln,-,2,Elizabeth A. Warren,Democratic,999
US Senate,,Lincoln,-,2,Geoff Diehl,Republican,288
US Senate,,Lincoln,-,2,Shiva Ayyadurai,Unenrolled,43
US Senate,,Lincoln,-,2,Blanks,Blanks,20
US Senate,,Lincoln,-,2,All Others,All Others,2
US Senate,,Littleton,-,1,Total Votes Cast,Total Votes Cast,1898
US Senate,,Littleton,-,1,Elizabeth A. Warren,Democratic,1101
US Senate,,Littleton,-,1,Geoff Diehl,Republican,705
US Senate,,Littleton,-,1,Shiva Ayyadurai,Unenrolled,68
US Senate,,Littleton,-,1,Blanks,Blanks,24
US Senate,,Littleton,-,1,All Others,All Others,0
US Senate,,Littleton,-,2,Total Votes Cast,Total Votes Cast,1751
US Senate,,Littleton,-,2,Elizabeth A. Warren,Democratic,1005
US Senate,,Littleton,-,2,Geoff Diehl,Republican,650
US Senate,,Littleton,-,2,Shiva Ayyadurai,Unenrolled,64
US Senate,,Littleton,-,2,Blanks,Blanks,32
US Senate,,Littleton,-,2,All Others,All Others,0
US Senate,,Littleton,-,3,Total Votes Cast,Total Votes Cast,1623
US Senate,,Littleton,-,3,Elizabeth A. Warren,Democratic,979
US Senate,,Littleton,-,3,Geoff Diehl,Republican,564
US Senate,,Littleton,-,3,Shiva Ayyadurai,Unenrolled,59
US Senate,,Littleton,-,3,Blanks,Blanks,21
US Senate,,Littleton,-,3,All Others,All Others,0
US Senate,,Longmeadow,-,A,Total Votes Cast,Total Votes Cast,1689
US Senate,,Longmeadow,-,A,Elizabeth A. Warren,Democratic,995
US Senate,,Longmeadow,-,A,Geoff Diehl,Republican,603
US Senate,,Longmeadow,-,A,Shiva Ayyadurai,Unenrolled,66
US Senate,,Longmeadow,-,A,Blanks,Blanks,22
US Senate,,Longmeadow,-,A,All Others,All Others,3
US Senate,,Longmeadow,-,B,Total Votes Cast,Total Votes Cast,1538
US Senate,,Longmeadow,-,B,Elizabeth A. Warren,Democratic,890
US Senate,,Longmeadow,-,B,Geoff Diehl,Republican,548
US Senate,,Longmeadow,-,B,Shiva Ayyadurai,Unenrolled,62
US Senate,,Longmeadow,-,B,Blanks,Blanks,36
US Senate,,Longmeadow,-,B,All Others,All Others,2
US Senate,,Longmeadow,-,C,Total Votes Cast,Total Votes Cast,1735
US Senate,,Longmeadow,-,C,Elizabeth A. Warren,Democratic,913
US Senate,,Longmeadow,-,C,Geoff Diehl,Republican,716
US Senate,,Longmeadow,-,C,Shiva Ayyadurai,Unenrolled,78
US Senate,,Longmeadow,-,C,Blanks,Blanks,27
US Senate,,Longmeadow,-,C,All Others,All Others,1
US Senate,,Longmeadow,-,D,Total Votes Cast,Total Votes Cast,1692
US Senate,,Longmeadow,-,D,Elizabeth A. Warren,Democratic,870
US Senate,,Longmeadow,-,D,Geoff Diehl,Republican,731
US Senate,,Longmeadow,-,D,Shiva Ayyadurai,Unenrolled,55
US Senate,,Longmeadow,-,D,Blanks,Blanks,33
US Senate,,Longmeadow,-,D,All Others,All Others,3
US Senate,,Longmeadow,-,E,Total Votes Cast,Total Votes Cast,1517
US Senate,,Longmeadow,-,E,Elizabeth A. Warren,Democratic,873
US Senate,,Longmeadow,-,E,Geoff Diehl,Republican,576
US Senate,,Longmeadow,-,E,Shiva Ayyadurai,Unenrolled,38
US Senate,,Longmeadow,-,E,Blanks,Blanks,27
US Senate,,Longmeadow,-,E,All Others,All Others,3
US Senate,,Lowell,1,1,Total Votes Cast,Total Votes Cast,625
US Senate,,Lowell,1,1,Elizabeth A. Warren,Democratic,450
US Senate,,Lowell,1,1,Geoff Diehl,Republican,141
US Senate,,Lowell,1,1,Shiva Ayyadurai,Unenrolled,24
US Senate,,Lowell,1,1,Blanks,Blanks,10
US Senate,,Lowell,1,1,All Others,All Others,0
US Senate,,Lowell,1,2,Total Votes Cast,Total Votes Cast,1827
US Senate,,Lowell,1,2,Elizabeth A. Warren,Democratic,881
US Senate,,Lowell,1,2,Geoff Diehl,Republican,796
US Senate,,Lowell,1,2,Shiva Ayyadurai,Unenrolled,84
US Senate,,Lowell,1,2,Blanks,Blanks,66
US Senate,,Lowell,1,2,All Others,All Others,0
US Senate,,Lowell,1,3,Total Votes Cast,Total Votes Cast,1515
US Senate,,Lowell,1,3,Elizabeth A. Warren,Democratic,839
US Senate,,Lowell,1,3,Geoff Diehl,Republican,566
US Senate,,Lowell,1,3,Shiva Ayyadurai,Unenrolled,66
US Senate,,Lowell,1,3,Blanks,Blanks,44
US Senate,,Lowell,1,3,All Others,All Others,0
US Senate,,Lowell,10,1,Total Votes Cast,Total Votes Cast,761
US Senate,,Lowell,10,1,Elizabeth A. Warren,Democratic,491
US Senate,,Lowell,10,1,Geoff Diehl,Republican,228
US Senate,,Lowell,10,1,Shiva Ayyadurai,Unenrolled,24
US Senate,,Lowell,10,1,Blanks,Blanks,18
US Senate,,Lowell,10,1,All Others,All Others,0
US Senate,,Lowell,10,2,Total Votes Cast,Total Votes Cast,478
US Senate,,Lowell,10,2,Elizabeth A. Warren,Democratic,336
US Senate,,Lowell,10,2,Geoff Diehl,Republican,110
US Senate,,Lowell,10,2,Shiva Ayyadurai,Unenrolled,18
US Senate,,Lowell,10,2,Blanks,Blanks,14
US Senate,,Lowell,10,2,All Others,All Others,0
US Senate,,Lowell,10,3,Total Votes Cast,Total Votes Cast,386
US Senate,,Lowell,10,3,Elizabeth A. Warren,Democratic,265
US Senate,,Lowell,10,3,Geoff Diehl,Republican,89
US Senate,,Lowell,10,3,Shiva Ayyadurai,Unenrolled,19
US Senate,,Lowell,10,3,Blanks,Blanks,13
US Senate,,Lowell,10,3,All Others,All Others,0
US Senate,,Lowell,11,1,Total Votes Cast,Total Votes Cast,860
US Senate,,Lowell,11,1,Elizabeth A. Warren,Democratic,540
US Senate,,Lowell,11,1,Geoff Diehl,Republican,260
US Senate,,Lowell,11,1,Shiva Ayyadurai,Unenrolled,47
US Senate,,Lowell,11,1,Blanks,Blanks,13
US Senate,,Lowell,11,1,All Others,All Others,0
US Senate,,Lowell,11,2,Total Votes Cast,Total Votes Cast,986
US Senate,,Lowell,11,2,Elizabeth A. Warren,Democratic,514
US Senate,,Lowell,11,2,Geoff Diehl,Republican,407
US Senate,,Lowell,11,2,Shiva Ayyadurai,Unenrolled,43
US Senate,,Lowell,11,2,Blanks,Blanks,22
US Senate,,Lowell,11,2,All Others,All Others,0
US Senate,,Lowell,11,3,Total Votes Cast,Total Votes Cast,973
US Senate,,Lowell,11,3,Elizabeth A. Warren,Democratic,575
US Senate,,Lowell,11,3,Geoff Diehl,Republican,321
US Senate,,Lowell,11,3,Shiva Ayyadurai,Unenrolled,43
US Senate,,Lowell,11,3,Blanks,Blanks,34
US Senate,,Lowell,11,3,All Others,All Others,0
US Senate,,Lowell,2,1,Total Votes Cast,Total Votes Cast,455
US Senate,,Lowell,2,1,Elizabeth A. Warren,Democratic,370
US Senate,,Lowell,2,1,Geoff Diehl,Republican,53
US Senate,,Lowell,2,1,Blanks,Blanks,20
US Senate,,Lowell,2,1,Shiva Ayyadurai,Unenrolled,12
US Senate,,Lowell,2,1,All Others,All Others,0
US Senate,,Lowell,2,2,Total Votes Cast,Total Votes Cast,640
US Senate,,Lowell,2,2,Elizabeth A. Warren,Democratic,520
US Senate,,Lowell,2,2,Geoff Diehl,Republican,75
US Senate,,Lowell,2,2,Blanks,Blanks,35
US Senate,,Lowell,2,2,Shiva Ayyadurai,Unenrolled,10
US Senate,,Lowell,2,2,All Others,All Others,0
US Senate,,Lowell,2,3,Total Votes Cast,Total Votes Cast,1295
US Senate,,Lowell,2,3,Elizabeth A. Warren,Democratic,1026
US Senate,,Lowell,2,3,Geoff Diehl,Republican,185
US Senate,,Lowell,2,3,Shiva Ayyadurai,Unenrolled,43
US Senate,,Lowell,2,3,Blanks,Blanks,41
US Senate,,Lowell,2,3,All Others,All Others,0
US Senate,,Lowell,3,1,Total Votes Cast,Total Votes Cast,732
US Senate,,Lowell,3,1,Elizabeth A. Warren,Democratic,466
US Senate,,Lowell,3,1,Geoff Diehl,Republican,214
US Senate,,Lowell,3,1,Shiva Ayyadurai,Unenrolled,28
US Senate,,Lowell,3,1,Blanks,Blanks,24
US Senate,,Lowell,3,1,All Others,All Others,0
US Senate,,Lowell,3,2,Total Votes Cast,Total Votes Cast,577
US Senate,,Lowell,3,2,Elizabeth A. Warren,Democratic,417
US Senate,,Lowell,3,2,Geoff Diehl,Republican,113
US Senate,,Lowell,3,2,Blanks,Blanks,32
US Senate,,Lowell,3,2,Shiva Ayyadurai,Unenrolled,15
US Senate,,Lowell,3,2,All Others,All Others,0
US Senate,,Lowell,3,3,Total Votes Cast,Total Votes Cast,583
US Senate,,Lowell,3,3,Elizabeth A. Warren,Democratic,398
US Senate,,Lowell,3,3,Geoff Diehl,Republican,135
US Senate,,Lowell,3,3,Shiva Ayyadurai,Unenrolled,31
US Senate,,Lowell,3,3,Blanks,Blanks,19
US Senate,,Lowell,3,3,All Others,All Others,0
US Senate,,Lowell,4,1,Total Votes Cast,Total Votes Cast,867
US Senate,,Lowell,4,1,Elizabeth A. Warren,Democratic,575
US Senate,,Lowell,4,1,Geoff Diehl,Republican,225
US Senate,,Lowell,4,1,Blanks,Blanks,38
US Senate,,Lowell,4,1,Shiva Ayyadurai,Unenrolled,29
US Senate,,Lowell,4,1,All Others,All Others,0
US Senate,,Lowell,4,2,Total Votes Cast,Total Votes Cast,523
US Senate,,Lowell,4,2,Elizabeth A. Warren,Democratic,365
US Senate,,Lowell,4,2,Geoff Diehl,Republican,99
US Senate,,Lowell,4,2,Blanks,Blanks,42
US Senate,,Lowell,4,2,Shiva Ayyadurai,Unenrolled,17
US Senate,,Lowell,4,2,All Others,All Others,0
US Senate,,Lowell,4,3,Total Votes Cast,Total Votes Cast,555
US Senate,,Lowell,4,3,Elizabeth A. Warren,Democratic,388
US Senate,,Lowell,4,3,Geoff Diehl,Republican,115
US Senate,,Lowell,4,3,Blanks,Blanks,36
US Senate,,Lowell,4,3,Shiva Ayyadurai,Unenrolled,16
US Senate,,Lowell,4,3,All Others,All Others,0
US Senate,,Lowell,5,1,Total Votes Cast,Total Votes Cast,814
US Senate,,Lowell,5,1,Elizabeth A. Warren,Democratic,494
US Senate,,Lowell,5,1,Geoff Diehl,Republican,266
US Senate,,Lowell,5,1,Shiva Ayyadurai,Unenrolled,34
US Senate,,Lowell,5,1,Blanks,Blanks,20
US Senate,,Lowell,5,1,All Others,All Others,0
US Senate,,Lowell,5,2,Total Votes Cast,Total Votes Cast,584
US Senate,,Lowell,5,2,Elizabeth A. Warren,Democratic,387
US Senate,,Lowell,5,2,Geoff Diehl,Republican,153
US Senate,,Lowell,5,2,Shiva Ayyadurai,Unenrolled,26
US Senate,,Lowell,5,2,Blanks,Blanks,18
US Senate,,Lowell,5,2,All Others,All Others,0
US Senate,,Lowell,5,3,Total Votes Cast,Total Votes Cast,844
US Senate,,Lowell,5,3,Elizabeth A. Warren,Democratic,454
US Senate,,Lowell,5,3,Geoff Diehl,Republican,328
US Senate,,Lowell,5,3,Shiva Ayyadurai,Unenrolled,45
US Senate,,Lowell,5,3,Blanks,Blanks,17
US Senate,,Lowell,5,3,All Others,All Others,0
US Senate,,Lowell,6,1,Total Votes Cast,Total Votes Cast,1042
US Senate,,Lowell,6,1,Elizabeth A. Warren,Democratic,568
US Senate,,Lowell,6,1,Geoff Diehl,Republican,398
US Senate,,Lowell,6,1,Shiva Ayyadurai,Unenrolled,56
US Senate,,Lowell,6,1,Blanks,Blanks,20
US Senate,,Lowell,6,1,All Others,All Others,0
US Senate,,Lowell,6,2,Total Votes Cast,Total Votes Cast,1164
US Senate,,Lowell,6,2,Elizabeth A. Warren,Democratic,651
US Senate,,Lowell,6,2,Geoff Diehl,Republican,449
US Senate,,Lowell,6,2,Shiva Ayyadurai,Unenrolled,44
US Senate,,Lowell,6,2,Blanks,Blanks,20
US Senate,,Lowell,6,2,All Others,All Others,0
US Senate,,Lowell,6,3,Total Votes Cast,Total Votes Cast,957
US Senate,,Lowell,6,3,Elizabeth A. Warren,Democratic,550
US Senate,,Lowell,6,3,Geoff Diehl,Republican,343
US Senate,,Lowell,6,3,Blanks,Blanks,37
US Senate,,Lowell,6,3,Shiva Ayyadurai,Unenrolled,27
US Senate,,Lowell,6,3,All Others,All Others,0
US Senate,,Lowell,7,1,Total Votes Cast,Total Votes Cast,570
US Senate,,Lowell,7,1,Elizabeth A. Warren,Democratic,420
